ts,value
2024-07-22 04:19:27.854000092,0
2024-07-22 04:14:27.841000080,0
2024-07-22 04:09:27.835999966,0
2024-07-22 04:04:27.832000017,0
2024-07-22 03:59:27.825999975,0
2024-07-22 03:54:27.821000099,0
2024-07-22 03:49:27.808000088,0
2024-07-22 03:44:27.801000118,0
2024-07-22 03:39:27.798000097,0
2024-07-22 03:34:27.792999983,0
2024-07-22 03:29:27.788000107,0
2024-07-22 03:24:27.782999992,0
2024-07-22 03:19:27.778000116,0
2024-07-22 03:14:27.772000074,0
2024-07-22 03:09:27.766999960,0
2024-07-22 03:04:27.762000084,0
2024-07-22 02:59:27.759000063,0
2024-07-22 02:54:27.743000031,0
2024-07-22 02:49:27.737999916,0
2024-07-22 02:44:27.733999968,0
2024-07-22 02:39:27.727999926,0
2024-07-22 02:34:27.714999914,0
2024-07-22 02:29:27.710999966,0
2024-07-22 02:24:27.706000090,0
2024-07-22 02:19:27.700999975,0
2024-07-22 02:14:27.696000099,0
2024-07-22 02:09:27.681999922,0
2024-07-22 02:04:27.677999973,0
2024-07-22 01:59:27.673000097,0
2024-07-22 01:54:27.668999910,0
2024-07-22 01:49:27.665999889,0
2024-07-22 01:44:27.657999992,0
2024-07-22 01:39:27.653000116,0
2024-07-22 01:34:27.647000074,0
2024-07-22 01:29:27.641999960,0
2024-07-22 01:24:27.637000084,0
2024-07-22 01:19:27.624000072,0
2024-07-22 01:14:27.624000072,0
2024-07-22 01:09:27.614000082,0
2024-07-22 01:04:27.608999968,0
2024-07-22 00:59:27.604000092,0
2024-07-22 00:54:27.598999977,0
2024-07-22 00:49:27.585999966,0
2024-07-22 00:44:27.575999975,0
2024-07-22 00:39:27.571000099,0
2024-07-22 00:34:27.558000088,0
2024-07-22 00:29:27.551000118,0
2024-07-22 00:24:27.546000004,0
2024-07-22 00:19:27.542000055,0
2024-07-22 00:14:27.538000107,0
2024-07-22 00:09:27.532999992,0
2024-07-22 00:04:27.526999950,0
2024-07-21 23:59:27.522000074,0
2024-07-21 23:54:27.517999887,0
2024-07-21 23:49:27.512000083,0
2024-07-21 23:44:27.509000063,0
2024-07-21 23:39:27.502000093,0
2024-07-21 23:34:27.496999979,0
2024-07-21 23:29:27.493999958,0
2024-07-21 23:24:27.487999916,0
2024-07-21 23:19:27.482000113,0
2024-07-21 23:14:27.476999998,0
2024-07-21 23:09:27.473000050,0
2024-07-21 23:04:27.467999935,0
2024-07-21 22:59:27.463000059,0
2024-07-21 22:54:27.457999945,0
2024-07-21 22:49:27.453000069,0
2024-07-21 22:44:27.447999954,0
2024-07-21 22:39:27.443000078,0
2024-07-21 22:34:27.436000109,0
2024-07-21 22:29:27.431999922,0
2024-07-21 22:24:27.421000004,0
2024-07-21 22:19:27.440999985,0
2024-07-21 22:14:27.394000053,0
2024-07-21 22:09:27.430999994,0
2024-07-21 22:04:27.377000093,0
2024-07-21 21:59:27.371999979,0
2024-07-21 21:54:27.368000031,0
2024-07-21 21:49:27.355000019,0
2024-07-21 21:44:27.348000050,0
2024-07-21 21:39:27.344000101,0
2024-07-21 21:34:27.338999987,0
2024-07-21 21:29:27.334000111,0
2024-07-21 21:24:27.328999996,0
2024-07-21 21:19:27.323999882,0
2024-07-21 21:14:27.319999933,0
2024-07-21 21:09:27.313999891,0
2024-07-21 21:04:27.309999943,0
2024-07-21 20:59:27.305000067,0
2024-07-21 20:54:27.299000025,0
2024-07-21 20:49:27.293999910,0
2024-07-21 20:44:27.289000034,0
2024-07-21 20:39:27.283999920,0
2024-07-21 20:34:27.279000044,0
2024-07-21 20:29:27.273999929,0
2024-07-21 20:24:27.269000053,0
2024-07-21 20:19:27.255000114,0
2024-07-21 20:14:27.250000000,0
2024-07-21 20:09:27.244999886,0
2024-07-21 20:04:27.240999937,0
2024-07-21 19:59:27.243999958,0
2024-07-21 19:54:27.232000113,0
2024-07-21 19:49:27.226000071,0
2024-07-21 19:44:27.213000059,0
2024-07-21 19:39:27.207999945,0
2024-07-21 19:34:27.194999933,0
2024-07-21 19:29:27.190999985,0
2024-07-21 19:24:27.186000109,0
2024-07-21 19:19:27.180999994,0
2024-07-21 19:14:27.176000118,0
2024-07-21 19:09:27.171999931,0
2024-07-21 19:04:27.167999983,0
2024-07-21 18:59:27.161999941,0
2024-07-21 18:54:27.148999929,0
2024-07-21 18:49:27.144000053,0
2024-07-21 18:44:27.138999939,0
2024-07-21 18:39:27.134999990,0
2024-07-21 18:34:27.124000072,0
2024-07-21 18:29:27.111999989,0
2024-07-21 18:24:27.108999968,0
2024-07-21 18:19:27.102999926,0
2024-07-21 18:14:27.091000080,0
2024-07-21 18:09:27.085999966,0
2024-07-21 18:04:27.079999924,0
2024-07-21 17:59:27.075999975,0
2024-07-21 17:54:27.072000027,0
2024-07-21 17:49:27.068000078,0
2024-07-21 17:44:27.062000036,0
2024-07-21 17:39:27.049000025,0
2024-07-21 17:34:27.043999910,0
2024-07-21 17:29:27.039000034,0
2024-07-21 17:24:27.032999992,0
2024-07-21 17:19:27.030999899,0
2024-07-21 17:14:27.015000105,0
2024-07-21 17:09:27.009999990,0
2024-07-21 17:04:27.003999949,0
2024-07-21 16:59:27.000000000,0
2024-07-21 16:54:26.993999958,0
2024-07-21 16:49:26.989000082,0
2024-07-21 16:44:26.984999895,0
2024-07-21 16:39:26.979000092,0
2024-07-21 16:34:26.973999977,0
2024-07-21 16:29:26.967999935,0
2024-07-21 16:24:26.963000059,0
2024-07-21 16:19:26.959000111,0
2024-07-21 16:14:26.953999996,0
2024-07-21 16:09:26.948999882,0
2024-07-21 16:04:26.944000006,0
2024-07-21 15:59:26.940000057,0
2024-07-21 15:54:26.936000109,0
2024-07-21 15:49:26.930000067,0
2024-07-21 15:44:26.917000055,0
2024-07-21 15:39:26.911999941,0
2024-07-21 15:34:26.905999899,0
2024-07-21 15:29:26.901000023,0
2024-07-21 15:24:26.895999908,0
2024-07-21 15:19:26.882999897,0
2024-07-21 15:14:26.878999949,0
2024-07-21 15:09:26.861999989,0
2024-07-21 15:04:26.848999977,0
2024-07-21 14:59:26.835000038,0
2024-07-21 14:54:26.823999882,0
2024-07-21 14:49:26.818000078,0
2024-07-21 14:44:26.815000057,0
2024-07-21 14:39:26.809999943,0
2024-07-21 14:34:26.805000067,0
2024-07-21 14:29:26.801000118,0
2024-07-21 14:24:26.796999931,0
2024-07-21 14:19:26.792999983,0
2024-07-21 14:14:26.788000107,0
2024-07-21 14:09:26.785000086,0
2024-07-21 14:04:26.779999971,0
2024-07-21 13:59:26.776000023,0
2024-07-21 13:54:26.770999908,0
2024-07-21 13:49:26.766999960,0
2024-07-21 13:44:26.763000011,0
2024-07-21 13:39:26.756999969,0
2024-07-21 13:34:26.752000093,0
2024-07-21 13:29:26.746000051,0
2024-07-21 13:24:26.753000021,0
2024-07-21 13:19:26.736000061,0
2024-07-21 13:14:26.730999947,0
2024-07-21 13:09:26.726000071,0
2024-07-21 13:04:26.720999956,0
2024-07-21 12:59:26.714999914,0
2024-07-21 12:54:26.710999966,0
2024-07-21 12:49:26.707000017,0
2024-07-21 12:44:26.694999933,0
2024-07-21 12:39:26.680999994,0
2024-07-21 12:34:26.674999952,0
2024-07-21 12:29:26.670000076,0
2024-07-21 12:24:26.664000034,0
2024-07-21 12:19:26.657999992,0
2024-07-21 12:14:26.653000116,0
2024-07-21 12:09:26.648000002,0
2024-07-21 12:04:26.644000053,0
2024-07-21 11:59:26.630000114,0
2024-07-21 11:54:26.617000103,0
2024-07-21 11:49:26.612999916,0
2024-07-21 11:44:26.608000040,0
2024-07-21 11:39:26.602999926,0
2024-07-21 11:34:26.598999977,0
2024-07-21 11:29:26.592999935,0
2024-07-21 11:24:26.579999924,0
2024-07-21 11:19:26.575000048,0
2024-07-21 11:14:26.571000099,0
2024-07-21 11:09:26.565000057,0
2024-07-21 11:04:26.569000006,0
2024-07-21 10:59:26.556999922,0
2024-07-21 10:54:26.551000118,0
2024-07-21 10:49:26.538000107,0
2024-07-21 10:44:26.533999919,0
2024-07-21 10:39:26.529000044,0
2024-07-21 10:34:26.525000095,0
2024-07-21 10:29:26.510999918,0
2024-07-21 10:24:26.505000114,0
2024-07-21 10:19:26.500000000,0
2024-07-21 10:14:26.496000051,0
2024-07-21 10:09:26.490999937,0
2024-07-21 10:04:26.486000061,0
2024-07-21 09:59:26.480999947,0
2024-07-21 09:54:26.476999998,0
2024-07-21 09:49:26.473000050,0
2024-07-21 09:44:26.459000111,0
2024-07-21 09:39:26.453999996,0
2024-07-21 09:34:26.440999985,0
2024-07-21 09:29:26.436000109,0
2024-07-21 09:24:26.423000097,0
2024-07-21 09:19:26.417999983,0
2024-07-21 09:14:26.413000107,0
2024-07-21 09:09:26.398999929,0
2024-07-21 09:04:26.394999981,0
2024-07-21 08:59:26.390000105,0
2024-07-21 08:54:26.377000093,0
2024-07-21 08:49:26.372999907,0
2024-07-21 08:44:26.368000031,0
2024-07-21 08:39:26.361999989,0
2024-07-21 08:34:26.348999977,0
2024-07-21 08:29:26.344000101,0
2024-07-21 08:24:26.339999914,0
2024-07-21 08:19:26.332000017,0
2024-07-21 08:14:26.328000069,0
2024-07-21 08:09:26.323999882,0
2024-07-21 08:04:26.318000078,0
2024-07-21 07:59:26.308000088,0
2024-07-21 07:54:26.306999922,0
2024-07-21 07:49:26.298000097,0
2024-07-21 07:44:26.292999983,0
2024-07-21 07:39:26.279999971,0
2024-07-21 07:34:26.273999929,0
2024-07-21 07:29:26.269999981,0
2024-07-21 07:24:26.256000041,0
2024-07-21 07:19:26.252000092,0
2024-07-21 07:14:26.239000082,0
2024-07-21 07:09:26.226000071,0
2024-07-21 07:04:26.220999956,0
2024-07-21 06:59:26.216000080,0
2024-07-21 06:54:26.210999966,0
2024-07-21 06:49:26.197999954,0
2024-07-21 06:44:26.193000078,0
2024-07-21 06:39:26.180000067,0
2024-07-21 06:34:26.177999973,0
2024-07-21 06:29:26.170000076,0
2024-07-21 06:24:26.164999962,0
2024-07-21 06:19:26.157999992,0
2024-07-21 06:14:26.145999908,0
2024-07-21 06:09:26.132999897,0
2024-07-21 06:04:26.128000020,0
2024-07-21 05:59:26.115000010,0
2024-07-21 05:54:26.107000113,0
2024-07-21 05:49:26.101999998,0
2024-07-21 05:44:26.098000050,0
2024-07-21 05:39:26.095999956,0
2024-07-21 05:34:26.088999987,0
2024-07-21 05:29:26.084000111,0
2024-07-21 05:24:26.079999924,0
2024-07-21 05:19:26.075000048,0
2024-07-21 05:14:26.069999933,0
2024-07-21 05:09:26.065999985,0
2024-07-21 05:04:26.061000109,0
2024-07-21 04:59:26.046999931,0
2024-07-21 04:54:26.042999983,0
2024-07-21 04:49:26.038000107,0
2024-07-21 04:44:26.032999992,0
2024-07-21 04:39:26.028000116,0
2024-07-21 04:34:26.023000002,0
2024-07-21 04:29:26.019000053,0
2024-07-21 04:24:26.005000114,0
2024-07-21 04:19:26.000999928,0
2024-07-21 04:14:25.996000051,0
2024-07-21 04:09:26.005000114,0
2024-07-21 04:04:25.986000061,0
2024-07-21 03:59:25.982000113,0
