ts,value
2024-07-18 16:59:21.296999931,0
2024-07-18 16:54:21.328000069,0
2024-07-18 16:49:21.279999971,0
2024-07-18 16:44:21.266999959,0
2024-07-18 16:39:21.262000084,0
2024-07-18 16:34:21.256999969,0
2024-07-18 16:29:21.253999949,0
2024-07-18 16:24:21.240000010,0
2024-07-18 16:19:21.236000061,0
2024-07-18 16:14:21.230000019,0
2024-07-18 16:09:21.224999905,0
2024-07-18 16:04:21.220000029,0
2024-07-18 15:59:21.206000090,0
2024-07-18 15:54:21.201999903,0
2024-07-18 15:49:21.197000027,0
2024-07-18 15:44:21.190999985,0
2024-07-18 15:39:21.186000109,0
2024-07-18 15:34:21.180999994,0
2024-07-18 15:29:21.176000118,0
2024-07-18 15:24:21.167000055,0
2024-07-18 15:19:21.193000078,0
2024-07-18 15:14:21.151000023,0
2024-07-18 15:09:21.138000011,0
2024-07-18 15:04:21.132999897,0
2024-07-18 14:59:21.128000020,0
2024-07-18 14:54:21.151999950,0
2024-07-18 14:49:21.118000031,0
2024-07-18 14:44:21.114000082,0
2024-07-18 14:39:21.107000113,0
2024-07-18 14:34:21.140000105,0
2024-07-18 14:29:21.085000038,0
2024-07-18 14:24:21.072000027,0
2024-07-18 14:19:21.072000027,0
2024-07-18 14:14:21.048000097,0
2024-07-18 14:09:21.081000090,0
2024-07-18 14:04:21.046000004,0
2024-07-18 13:59:21.059000015,0
2024-07-18 13:54:21.042999983,0
2024-07-18 13:49:21.007999897,0
2024-07-18 13:44:21.003000021,0
2024-07-18 13:39:20.997999907,0
2024-07-18 13:34:20.990999937,0
2024-07-18 13:29:20.986999989,0
2024-07-18 13:24:20.983000040,0
2024-07-18 13:19:20.980000019,0
2024-07-18 13:14:20.973000050,0
2024-07-18 13:09:20.967999935,0
2024-07-18 13:04:20.963000059,0
2024-07-18 12:59:20.957999945,0
2024-07-18 12:54:20.953000069,0
2024-07-18 12:49:20.940000057,0
2024-07-18 12:44:20.934000015,0
2024-07-18 12:39:20.928999901,0
2024-07-18 12:34:20.923000097,0
2024-07-18 12:29:20.918999910,0
2024-07-18 12:24:20.914000034,0
2024-07-18 12:19:20.910000086,0
2024-07-18 12:14:20.903000116,0
2024-07-18 12:09:20.897000074,0
2024-07-18 12:04:20.891000032,0
2024-07-18 11:59:20.878999949,0
2024-07-18 11:54:20.959000111,0
