ts,value
2024-07-15 05:39:14.500000000,0
2024-07-15 05:34:14.493999958,0
2024-07-15 05:29:14.444000006,0
2024-07-15 05:24:14.430999994,0
2024-07-15 05:19:14.470000029,0
2024-07-15 05:14:14.407999992,0
2024-07-15 05:09:14.397000074,0
2024-07-15 05:04:14.384999990,0
2024-07-15 04:59:14.420000076,0
2024-07-15 04:54:14.358000040,0
2024-07-15 04:49:14.351999998,0
2024-07-15 04:44:14.346999884,0
2024-07-15 04:39:14.342999935,0
2024-07-15 04:34:14.341000080,0
2024-07-15 04:29:14.332999945,0
2024-07-15 04:24:14.328000069,0
2024-07-15 04:19:14.313999891,0
2024-07-15 04:14:14.309999943,0
2024-07-15 04:09:14.306999922,0
2024-07-15 04:04:14.299000025,0
2024-07-15 03:59:14.286000013,0
2024-07-15 03:54:14.280999899,0
2024-07-15 03:49:14.275000095,0
2024-07-15 03:44:14.269999981,0
2024-07-15 03:39:14.266000032,0
2024-07-15 03:34:14.259999990,0
2024-07-15 03:29:14.255000114,0
2024-07-15 03:24:14.250000000,0
2024-07-15 03:19:14.244999886,0
2024-07-15 03:14:14.232000113,0
2024-07-15 03:09:14.219000101,0
2024-07-15 03:04:14.207000017,0
2024-07-15 02:59:14.207000017,0
2024-07-15 02:54:14.197999954,0
2024-07-15 02:49:14.193000078,0
2024-07-15 02:44:14.187999964,0
2024-07-15 02:39:14.174999952,0
2024-07-15 02:34:14.168999910,0
2024-07-15 02:29:14.164000034,0
2024-07-15 02:24:14.158999920,0
2024-07-15 02:19:14.153000116,0
2024-07-15 02:14:14.148000002,0
2024-07-15 02:09:14.142999887,0
2024-07-15 02:04:14.183000088,0
2024-07-15 01:59:14.134000063,0
2024-07-15 01:54:14.121000051,0
2024-07-15 01:49:14.154000044,0
2024-07-15 01:44:14.104000092,0
2024-07-15 01:39:14.091000080,0
2024-07-15 01:34:14.086999893,0
2024-07-15 01:29:14.082999945,0
2024-07-15 01:24:14.076999903,0
2024-07-15 01:19:14.118999958,0
2024-07-15 01:14:14.059999943,0
2024-07-15 01:09:14.055000067,0
2024-07-15 01:04:14.049000025,0
2024-07-15 00:59:14.045000076,0
2024-07-15 00:54:14.039999962,0
2024-07-15 00:49:14.033999920,0
2024-07-15 00:44:14.029999971,0
2024-07-15 00:39:14.023999929,0
2024-07-15 00:34:14.010999918,0
2024-07-15 00:29:14.005000114,0
2024-07-15 00:24:14.000000000,0
2024-07-15 00:19:13.996000051,0
2024-07-15 00:14:13.990000010,0
2024-07-15 00:09:13.986999989,0
2024-07-15 00:04:13.980999947,0
2024-07-14 23:59:13.976000071,0
2024-07-14 23:54:13.970999956,0
2024-07-14 23:49:13.966000080,0
2024-07-14 23:44:13.960999966,0
2024-07-14 23:39:13.956000090,0
2024-07-14 23:34:13.950000048,0
2024-07-14 23:29:13.944999933,0
2024-07-14 23:24:13.938999891,0
2024-07-14 23:19:13.934000015,0
2024-07-14 23:14:13.930000067,0
2024-07-14 23:09:13.924999952,0
2024-07-14 23:04:13.920000076,0
2024-07-14 22:59:13.913000107,0
2024-07-14 22:54:13.908999920,0
2024-07-14 22:49:13.904000044,0
2024-07-14 22:44:13.898999929,0
2024-07-14 22:39:13.885999918,0
2024-07-14 22:34:13.881000042,0
2024-07-14 22:29:13.875000000,0
2024-07-14 22:24:13.861000061,0
2024-07-14 22:19:13.855999947,0
2024-07-14 22:14:13.851999998,0
2024-07-14 22:09:13.845999956,0
2024-07-14 22:04:13.841000080,0
2024-07-14 21:59:13.835000038,0
2024-07-14 21:54:13.828000069,0
2024-07-14 21:49:13.815000057,0
2024-07-14 21:44:13.809000015,0
2024-07-14 21:39:13.802999973,0
2024-07-14 21:34:13.798000097,0
2024-07-14 21:29:13.792999983,0
2024-07-14 21:24:13.786999941,0
2024-07-14 21:19:13.782000065,0
2024-07-14 21:14:13.769000053,0
2024-07-14 21:09:13.756999969,0
2024-07-14 21:04:13.750999928,0
2024-07-14 20:59:13.746999979,0
2024-07-14 20:54:13.742000103,0
2024-07-14 20:49:13.736999989,0
2024-07-14 20:44:13.732000113,0
2024-07-14 20:39:13.726999998,0
2024-07-14 20:34:13.721999884,0
2024-07-14 20:29:13.720000029,0
2024-07-14 20:24:13.717000008,0
2024-07-14 20:19:13.707000017,0
2024-07-14 20:14:13.693000078,0
2024-07-14 20:09:13.688999891,0
2024-07-14 20:04:13.684000015,0
2024-07-14 19:59:13.676000118,0
2024-07-14 19:54:13.710000038,0
2024-07-14 19:49:13.700999975,0
2024-07-14 19:44:13.698999882,0
2024-07-14 19:39:13.661000013,0
2024-07-14 19:34:13.644000053,0
2024-07-14 19:29:13.671999931,0
2024-07-14 19:24:13.676000118,0
2024-07-14 19:19:13.651999950,0
2024-07-14 19:14:13.602999926,0
2024-07-14 19:09:13.598000050,0
2024-07-14 19:04:13.585000038,0
2024-07-14 18:59:13.573999882,0
2024-07-14 18:54:13.559999943,0
2024-07-14 18:49:13.552000046,0
2024-07-14 18:44:13.542000055,0
2024-07-14 18:39:13.536999941,0
2024-07-14 18:34:13.563999891,0
2024-07-14 18:29:13.556999922,0
2024-07-14 18:24:13.549999952,0
2024-07-14 18:19:13.536000013,0
2024-07-14 18:14:13.490999937,0
2024-07-14 18:09:13.523000001,0
2024-07-14 18:04:13.469000101,0
2024-07-14 17:59:13.505000114,0
2024-07-14 17:54:13.459000111,0
2024-07-14 17:49:13.444999933,0
2024-07-14 17:44:13.482000113,0
2024-07-14 17:39:13.469000101,0
2024-07-14 17:34:13.420000076,0
2024-07-14 17:29:13.405999899,0
2024-07-14 17:24:13.401000023,0
2024-07-14 17:19:13.387000084,0
2024-07-14 17:14:13.382999897,0
